Date,Close,High,Low,Open,Volume
4/14/2020,47.32600021,49.45866776,46.16199875,46.59799957,458647500
4/15/2020,48.65533447,50.20866776,47.33333206,49.46666718,353655000
4/16/2020,49.68066788,50.63000107,47.11466599,47.79600143,309868500
4/17/2020,50.25933456,51.66333389,49.84400177,51.48533249,196923000
4/20/2020,49.75733185,51.0379982,47.48066711,48.84666824,221199000
4/21/2020,45.78133392,50.22200012,44.91933441,48.67466736,303136500
4/22/2020,48.8073349,48.93333435,45.91400146,46.93199921,212482500
4/23/2020,47.04199982,48.93333435,46.87533188,48.50666809,198550500
4/24/2020,48.3433342,48.71533203,46.54533386,47.38733292,198180000
4/27/2020,53.25,53.29933167,49,49.17399979,310221000
4/28/2020,51.27466583,53.66666794,50.44599915,53.04266739,228330000
4/29/2020,53.36733246,53.54666519,52.21066666,52.6780014,243240000
4/30/2020,52.12533188,57.98799896,50.90000153,57.01266861,427078500
5/1/2020,46.75466537,51.51800156,45.5359993,50.33333206,487977000
5/4/2020,50.74599838,50.79999924,46.53333282,46.73333359,288556500
5/5/2020,51.2140007,53.26133347,50.81200027,52.652668,254875500
5/6/2020,52.17200089,52.65333176,50.74066544,51.76666641,166848000
5/7/2020,52.00266647,53.0933342,51.49000168,51.81399918,172915500
5/8/2020,54.62799835,54.93333435,52.46733475,52.91799927,241297500
5/11/2020,54.08599854,54.93333435,52.33333206,52.70066833,247794000
5/12/2020,53.96066666,56.21933365,53.8666687,55.1333313,238603500
5/13/2020,52.73066711,55.06666565,50.88666534,54.72200012,285982500
5/14/2020,53.55533218,53.5573349,50.93333435,52,205233000
5/15/2020,53.27799988,53.66999817,52.4366684,52.68999863,157776000
5/18/2020,54.24200058,55.64799881,53.59199905,55.18533325,174987000
5/19/2020,53.86733246,54.80466843,53.73866653,54.34466553,144547500
5/20/2020,54.3706665,55.06666565,54.11999893,54.70000076,109639500
5/21/2020,55.17333221,55.5,53.06666565,54.40000153,183819000
5/22/2020,54.45866776,55.45199966,54.1333313,54.8113327,149812500
5/26/2020,54.59133148,55.63999939,54.38066864,55.6333313,121345500
5/27/2020,54.68199921,55.18066788,52.33333206,54.72399902,173242500
5/28/2020,53.72066879,54.98333359,53.44599915,54.23400116,108834000
5/29/2020,55.66666794,55.66666794,53.61399841,53.91666794,176467500
6/1/2020,59.87333298,59.93333435,56.93999863,57.20000076,224092500
6/2/2020,58.77066803,60.57733154,58.06666565,59.64666748,203484000
6/3/2020,58.86399841,59.86266708,58.67333221,59.20800018,119242500
6/4/2020,57.62533188,59.71666718,57.22933197,59.32533264,133315500
6/5/2020,59.04399872,59.10133362,57.74666595,58.52266693,117178500
6/8/2020,63.32799911,63.33333206,60.61066818,61.26666641,212620500
6/9/2020,62.71133423,63.6293335,61.5953331,62.6673317,170823000
6/10/2020,68.33666992,68.49866486,65.5,66.12533569,278451000
6/11/2020,64.85600281,67.93066406,64.80000305,66.01333618,238747500
6/12/2020,62.35200119,65.86533356,60.84000015,65.33333588,251451000
6/15/2020,66.05999756,66.58933258,60.56666565,61.18600082,235458000
6/16/2020,65.47533417,67.52532959,64.15933228,67.45666504,210766500
6/17/2020,66.11933136,67,65.50466919,65.84733582,148362000
6/18/2020,66.93066406,67.94667053,66.29799652,66.8666687,146278500
6/19/2020,66.72666931,67.73133087,66.08933258,67.51866913,130195500
6/22/2020,66.28800201,67.25866699,66.00133514,66.66333008,95436000
6/23/2020,66.78533173,67.46666718,66.26733398,66.59200287,95479500
6/24/2020,64.05666351,66.72533417,63.54266739,66.27400208,164394000
6/25/2020,65.73200226,65.73200226,62.4766655,63.61800003,138817500
6/26/2020,63.98266602,66.33333588,63.65800095,66.31866455,132823500
6/29/2020,67.29000092,67.33333588,63.23466873,64.60066986,135396000
6/30/2020,71.98733521,72.51266479,66.91533661,67.09999847,253777500
7/1/2020,74.64199829,75.6886673,72.03333282,72.19999695,199903500
7/2/2020,80.57733154,81.8666687,79.04000092,81.43199921,258751500
7/6/2020,91.4386673,91.85266876,84.40266418,85.11266327,308548500
7/7/2020,92.65733337,95.30000305,89.11399841,93.66733551,322345500
7/8/2020,91.05867004,94.48400116,87.42266846,93.66666412,244669500
7/9/2020,92.95200348,93.90399933,90.08533478,93.13266754,175764000
7/10/2020,102.9766693,103.2613297,91.73400116,93.06666565,350064000
7/13/2020,99.80400085,119.6660004,98.0739975,110.5999985,584781000
7/14/2020,101.1200027,106,95.40000153,103.7333298,351271500
7/15/2020,103.0673294,103.3333359,97.1333313,102.8666687,245517000
7/16/2020,100.0426636,102.1139984,97.73332977,98.47733307,214512000
7/17/2020,100.0559998,102.5006638,99.33333588,100.8966675,139950000
7/20/2020,109.5333328,110,99.19999695,101.267334,256821000
7/21/2020,104.5573349,111.6666641,103.8666687,109.3286667,241608000
7/22/2020,106.1553345,108.4280014,104.1333313,106.5999985,212416500
7/23/2020,100.8713303,112.5999985,98.71800232,111.9300003,364927500
7/24/2020,94.46666718,97.66666412,91.10266876,94.40066528,290949000
7/27/2020,102.6399994,103.1959991,94.19999695,95.66666412,240730500
7/28/2020,98.43267059,104.3133316,98.2946701,100.2666702,237130500
7/29/2020,99.9406662,102.3206635,99.1333313,100.0666656,141403500
7/30/2020,99.16600037,100.8826675,98.06666565,99.19999695,114315000
7/31/2020,95.38400269,101.1366653,94.73200226,101,183123000
8/3/2020,99,100.6539993,96.29199982,96.61333466,132139500
8/4/2020,99.1333313,101.8273315,97.46666718,99.66733551,126225000
8/5/2020,99.00133514,99.98933411,97.88733673,99.53266907,74217000
8/6/2020,99.305336,101.1539993,98.48400116,99.38866425,89884500
8/7/2020,96.84733582,99.98332977,94.33399963,99.96932983,133446000
8/10/2020,94.57133484,97.16666412,92.38933563,96.53333282,112834500
8/11/2020,91.62599945,94.66666412,91,93.06666565,129387000
8/12/2020,103.6506653,105.6666641,95.66666412,98,327441000
8/13/2020,108.0666656,110.0786667,104.4840012,107.4000015,306379500
8/14/2020,110.0473328,111.253334,108.4426651,110.9993362,188664000
8/17/2020,122.3759995,123.0573349,111.5220032,111.8000031,303634500
8/18/2020,125.8059998,128.2599945,123.0073318,126.5993347,247117500
8/19/2020,125.2353363,127.4000015,122.7473297,124.3333359,183079500
8/20/2020,133.4553375,134.7993317,123.8040009,124.0453339,309177000
8/21/2020,136.665329,139.6993256,135.0033264,136.317337,322344000
8/24/2020,134.2799988,141.9333344,128.5013275,141.7519989,300954000
8/25/2020,134.889328,135.1966705,131.1999969,131.6593323,159883500
8/26/2020,143.5446625,144.3999939,136.9086609,137.3333282,213591000
8/27/2020,149.25,153.0399933,142.8333282,145.3639984,355395000
8/28/2020,147.5599976,154.5659943,145.7680054,153.0079956,301218000
8/31/2020,166.1066742,166.7133331,146.7033386,148.2033386,355123200
9/1/2020,158.3500061,167.4966736,156.8366699,167.3800049,269523300
9/2/2020,149.1233368,159.6799927,135.0399933,159.6633301,288528300
9/3/2020,135.6666718,143.9333344,134,135.7433319,262788300
9/4/2020,139.4400024,142.6666718,124.0066681,134.2700043,330965700
9/8/2020,110.0699997,122.9133301,109.9599991,118.6666641,346397100
9/9/2020,122.0933304,123,113.8366699,118.8666687,238397400
9/10/2020,123.7799988,132.9966736,120.1866684,128.7366638,254791800
9/11/2020,124.2399979,127.5,120.1666641,127.3133316,182152500
9/14/2020,139.8733368,140,124.4333344,126.9833298,249061800
9/15/2020,149.9199982,153.9799957,143.5666656,145.5200043,291894600
9/16/2020,147.2533264,152.5966644,145.1033325,146.6233368,216837900
9/17/2020,141.1433258,145.9299927,136,138.5333405,230337600
9/18/2020,147.3833313,150.3333282,142.9333344,149.3133392,259220400
9/21/2020,149.7966614,151.8933258,135.6900024,151.043335,328430400
9/22/2020,141.4100037,145.9199982,139.1999969,143.1999969,238742400
9/23/2020,126.7866669,137.3833313,125.293335,135.0533295,285222600
9/24/2020,129.2633362,133.1666718,117.0999985,121.2666702,289683300
9/25/2020,135.7799988,136.2433319,130.4333344,131.156662,201625500
9/28/2020,140.3999939,142.6933289,138.5166626,141.5399933,149158800
9/29/2020,139.6900024,142.8333282,137.1999969,138.6666718,150657900
9/30/2020,143.0033264,144.6433258,140.156662,140.4400024,144436800
10/1/2020,149.386673,149.6266632,144.8066711,146.9199982,152224500
10/2/2020,138.363327,146.3766632,138.3333282,140.4633331,214290000
10/5/2020,141.8933258,144.5466614,139.7766724,141.1166687,134168400
10/6/2020,137.9933319,142.9266663,135.3500061,141.2633362,147438900
10/7/2020,141.7666626,143.3000031,137.9499969,139.956665,129383100
10/8/2020,141.9733276,146.3333282,141.7666626,146.1466675,121263300
10/9/2020,144.6666718,144.863327,142.1533356,143.3766632,86777100
10/12/2020,147.4333344,149.5800018,146.1933289,147.3333282,116373300
10/13/2020,148.8833313,149.6300049,145.5333405,147.7833405,103391100
10/14/2020,153.7666626,155.3000031,149.1166687,149.9266663,143639100
10/15/2020,149.6266632,152.1900024,147.5,150.1033325,107017200
10/16/2020,146.5566711,151.9833374,146.2833405,151.4799957,98327700
10/19/2020,143.6100006,149,142.956665,148.7466736,108863400
10/20/2020,140.6466675,143.9166718,139.6833344,143.9166718,94968900
10/21/2020,140.8800049,144.3166656,140.4166718,140.8999939,97111500
10/22/2020,141.9299927,148.4100037,141.5033264,147.3066711,119979600
10/23/2020,140.2100067,140.9633331,135.793335,140.613327,101151000
10/26/2020,140.093338,141.9199982,136.6666718,137.2100067,84717600
10/27/2020,141.5599976,143.5,140.0333405,141.2533264,68059500
10/28/2020,135.3399963,139.5333405,135.3333282,138.8266602,76354200
10/29/2020,136.9433289,139.3533325,135.4866638,136.6533356,67965900
10/30/2020,129.3466644,135.863327,126.3700027,135.6333313,127533900
11/2/2020,133.5033264,135.6600037,130.7666626,131.3333282,87063300
11/3/2020,141.3000031,142.5899963,135.5633392,136.5766602,103055100
11/4/2020,140.3266602,145.1333313,139.0333405,143.5399933,96429300
11/5/2020,146.0299988,146.6666718,141.3333282,142.7666626,85243500
11/6/2020,143.3166656,145.5233307,141.4266663,145.3666687,65118000
11/9/2020,140.4199982,150.8333282,140.3333282,146.5,104499000
11/10/2020,136.7866669,140.0299988,132.0099945,140.0299988,90852600
11/11/2020,139.043335,139.5666656,136.8600006,138.8166656,52073100
11/12/2020,137.2533264,141,136.5066681,138.3500061,59565300
11/13/2020,136.1666718,137.5099945,133.886673,136.9499969,59313300
11/16/2020,136.0299988,137.4833374,134.6966705,136.3099976,80515800
11/17/2020,147.2033386,154,144.3366699,153.3899994,183564900
11/18/2020,162.2133331,165.3333282,147.8333282,149.4499969,234132000
11/19/2020,166.4233398,169.5366669,162.5233307,164,187425900
11/20/2020,163.2033386,167.5,163.0200043,165.9966736,98735700
11/23/2020,173.9499969,175.3333282,167.2633362,167.8333282,150780900
11/24/2020,185.1266632,186.6633301,175.3999939,180.1333313,160945500
11/25/2020,191.3333282,191.3333282,181.7899933,183.3533325,146790600
11/27/2020,195.2533264,199.593338,192.8166656,193.7200012,112683300
11/30/2020,189.1999969,202.6000061,184.8366699,200.7366638,189009300
12/1/2020,194.9199982,199.2833405,190.6833344,199.1966705,120310500
12/2/2020,189.6066742,190.5133362,180.4033356,185.4799957,143327100
12/3/2020,197.793335,199.656662,194.1433258,196.6733398,127656000
12/4/2020,199.6799927,199.6799927,195.1666718,197.0033264,88203900
12/7/2020,213.9199982,216.2633362,201.0166626,201.6399994,168929100
12/8/2020,216.6266632,217.093338,206.1666718,208.5033264,192795000
12/9/2020,201.4933319,218.1066742,196,217.8966675,213873600
12/10/2020,209.0233307,209.25,188.7799988,191.456665,201249600
12/11/2020,203.3300018,208,198.9333344,205.0033264,139425000
12/14/2020,213.2766724,214.25,203.3999939,206.3333282,156121800
12/15/2020,211.0833282,215.6333313,207.9333344,214.4266663,135214500
12/16/2020,207.5899963,210.8333282,201.6666718,209.4100037,126287400
12/17/2020,218.6333313,219.6066742,206.5,209.3966675,168810300
12/18/2020,231.6666718,231.6666718,209.5133362,222.9666595,666378600
12/21/2020,216.6199951,222.8333282,215.3566742,222.0800018,174135900
12/22/2020,213.4466705,216.6266632,204.7433319,216,155148000
12/23/2020,215.3266602,217.1666718,207.5233307,210.7333374,99519000
12/24/2020,220.5899963,222.0299988,213.6666718,214.3300018,68596800
12/28/2020,221.2299957,227.1333313,220.2666626,224.8366699,96835800
12/29/2020,221.9966736,223.3000031,218.3333282,220.3333282,68732400
12/30/2020,231.593338,232.1999969,222.7866669,224,128538000
12/31/2020,235.2233276,239.5733337,230.3733368,233.3300018,148949700
1/4/2021,243.2566681,248.1633301,239.0633392,239.8200073,145914600
1/5/2021,245.0366669,246.9466705,239.7333374,241.2200012,96735600
1/6/2021,251.9933319,258,249.6999969,252.8300018,134100000
1/7/2021,272.0133362,272.3299866,258.3999939,259.2099915,154496700
1/8/2021,293.3399963,294.8299866,279.4633179,285.3333435,225166500
1/11/2021,270.3966675,284.8099976,267.8733215,283.1333313,177904800
1/12/2021,283.1466675,289.3333435,275.7799988,277,138812100
1/13/2021,284.8033447,286.8233337,277.3333435,284.2533264,99937500
1/14/2021,281.6666565,287.6666565,279.5833435,281.1300049,93798900
1/15/2021,275.3866577,286.6333313,273.0333252,284,116332800
1/19/2021,281.5166626,283.3333435,277.6666565,279.2666626,76101000
1/20/2021,283.4833374,286.5,279.0933228,286.2466736,76997700
1/21/2021,281.6633301,285.2399902,280.4733276,285,61563300
1/22/2021,282.2133179,282.6666565,276.206665,278.1033325,60199500
1/25/2021,293.6000061,300.1333313,279.6066589,285,123520200
1/26/2021,294.3633423,298.6333313,290.5333252,297.1266785,69394800
1/27/2021,288.0533447,297.1666565,286.2200012,290.1166687,82002000
1/28/2021,278.4766541,282.6666565,267,273.3333435,79134000
1/29/2021,264.5100098,280.8033447,260.0333252,276.6666565,104972400
2/1/2021,279.936676,280.6666565,265.186676,271.4299927,76174200
2/2/2021,290.9299927,293.5,280.7333374,281.5599976,73038600
2/3/2021,284.8966675,292.6933289,284.3533325,292.3399963,55030500
2/4/2021,283.3299866,285.5,277.8066711,285,47438100
2/5/2021,284.0766602,288.2566528,279.6566772,281.6666565,55699800
2/8/2021,287.8066711,292.5899963,284.9166565,289.8900146,60485100
2/9/2021,283.1533203,286.6000061,280.5833435,285.0400085,45473100
2/10/2021,268.2733459,281.6066589,266.6733398,281.2133179,108648300
2/11/2021,270.5533447,276.6266785,267.2433472,270.813324,64868400
2/12/2021,272.0400085,272.4433289,261.7766724,267.0866699,71304900
2/16/2021,265.4066772,273.6666565,264.1466675,272.6666565,59406900
2/17/2021,266.0499878,266.6133423,254.0033264,259.6966553,77989500
2/18/2021,262.4599915,264.8966675,258.7566528,260.2999878,53871300
2/19/2021,260.4333191,265.5966797,259.1233215,265,56874900
2/22/2021,238.1666718,256.1666565,236.7333374,254.2133331,111809100
2/23/2021,232.9466705,237.8699951,206.3333282,220.7100067,199820700
2/24/2021,247.3399963,248.3333282,231.3899994,237.2833405,110301000
2/25/2021,227.406662,245.7366638,223.5266724,242.0500031,117071700
2/26/2021,225.1666718,235.5666656,219.8366699,233.3333282,123267600
3/1/2021,239.4766693,239.6666718,228.3500061,230.0366669,81408600
3/2/2021,228.8133392,240.3699951,228.3333282,239.4266663,71196600
3/3/2021,217.7333374,233.5666656,217.2366638,229.3300018,90624000
3/4/2021,207.1466675,222.8166656,200,218.6000061,197758500
3/5/2021,199.3166656,209.2799988,179.8300018,208.6866608,268189500
3/8/2021,187.6666718,206.7100067,186.2633362,200.1833344,155361000
3/9/2021,224.5266724,226.0299988,198.4033356,202.7266693,202569900
3/10/2021,222.6866608,239.2833405,218.3533325,233.4333344,181817100
3/11/2021,233.1999969,234.1666718,225.7266693,233.1333313,108761700
3/12/2021,231.2433319,231.6266632,222.0466614,223.3333282,100751400
3/15/2021,235.9799957,237.7266693,228.0133362,231.363327,88006800
3/16/2021,225.6266632,235.9733276,223.6666718,234.4499969,96587100
3/17/2021,233.9366608,234.5766602,217.0033264,218.956665,121117500
3/18/2021,217.7200012,229.7433319,217.3333282,228.0966644,99674400
3/19/2021,218.2899933,219.0766602,208.206665,215.5333405,128682000
3/22/2021,223.3333282,233.206665,222.9166718,228.1966705,118536600
3/23/2021,220.7200012,225.9333344,219.1699982,225.2566681,91475700
3/24/2021,210.0899963,222.6733398,210.0366669,222.636673,101385600
3/25/2021,213.4633331,215.1666718,203.1666718,204.3333282,117674700
3/26/2021,206.2366638,214.6066742,199.9633331,213.956665,101558400
3/29/2021,203.7633362,205.4933319,198.6733398,205.2133331,85911000
3/30/2021,211.8733368,212.5533295,197.0033264,200.5833282,118297200
3/31/2021,222.6433258,224,213.7033386,215.5399933,100011900
4/1/2021,220.5833282,230.8066711,219.8066711,229.456665,105895200
4/5/2021,230.3500061,236.0533295,228.2333374,235.9033356,125528400
4/6/2021,230.5399933,232.1833344,227.1233368,230.1000061,84815400
4/7/2021,223.656662,230.4600067,222.613327,229,78928200
4/8/2021,227.9333344,229.8500061,223.8833313,225.793335,71772900
4/9/2021,225.6733398,226.9900055,223.1433258,225.9233398,64311300
4/12/2021,233.9933319,234.9333344,227.363327,228.5666656,87407100
4/13/2021,254.1066742,254.3333282,236.886673,237.5666656,133958400
4/14/2021,244.0766602,260.2633362,242.6766663,256.8999939,147052200
4/15/2021,246.2833405,247.8966675,240.4366608,247.6999969,83546700
4/16/2021,246.593338,249.8033295,241.5333405,242.8833313,83938500
4/19/2021,238.2100067,241.8000031,230.6000061,239.8666687,119058600
4/20/2021,239.6633301,245.75,236.8966675,239.1399994,106827000
4/21/2021,248.0399933,248.2799988,232.6666718,234.9233398,93646500
4/22/2021,239.8966675,251.2566681,239.3466644,247.1666718,106770900
4/23/2021,243.1333313,245.7866669,238.4866638,239.9333344,85110000
4/26/2021,246.0666656,249.7666626,244.2033386,247,93115500
4/27/2021,234.9133301,241.3333282,234.4499969,239.3200073,88311000
4/28/2021,231.4666595,236.1666718,231.1999969,232.136673,66813000
4/29/2021,225.6666718,234.0833282,222.8333282,233.1699982,86536200
4/30/2021,236.4799957,238.4900055,222.0466614,222.5299988,122276100
5/3/2021,228.3000031,235.3333282,226.8333282,234.6000061,81129300
5/4/2021,224.5333405,227.8166656,219.2333374,226.3133392,89217900
5/5/2021,223.6466675,228.4333344,222.4466705,227.0200043,65705700
5/6/2021,221.1799927,227.0066681,216.6666718,226.9199982,83353800
5/7/2021,224.1233368,230,220.0733337,221.9333344,70407600
5/10/2021,209.6799927,221.6833344,209.2033386,221.6333313,94177200
5/11/2021,205.7333374,209.0333405,198.5333405,199.7466736,139511700
5/12/2021,196.6300049,206.8033295,195.5899963,200.8300018,101470800
5/13/2021,190.5633392,202.1533356,186.5500031,200.5133362,132554700
5/14/2021,196.5800018,197.6233368,190.1533356,194.4700012,100112700
5/17/2021,192.2766724,196.5766602,187.0666656,191.8500061,97171200
5/18/2021,192.6233368,198.75,187.793335,189.3333282,110491800
5/19/2021,187.8200073,188.7366638,182.3266602,184.1833344,118735200
5/20/2021,195.593338,196.2833405,190.3566742,191.6666718,92463300
5/21/2021,193.6266632,198.8933258,193.3333282,198.7033386,78091800
5/24/2021,202.1466675,204.8266602,191.2166595,193.8666687,103674300
5/25/2021,201.5633392,204.6633301,198.5700073,202.4366608,84017700
5/26/2021,206.3766632,208.7233276,200.5,202.5200043,85917900
5/27/2021,210.2833405,210.3766632,205.4033356,206.7466736,79111800
5/28/2021,208.406662,211.863327,207.4600067,209.5,68211000
6/1/2021,207.9666595,211.2666626,206.8500061,209.2666626,54254700
6/2/2021,201.706665,207.7866669,199.7133331,206.7100067,69908400
6/3/2021,190.9466705,201.5166626,190.406662,200.6000061,90335700
6/4/2021,199.6833344,200.2033386,192.3999939,193.2366638,72110700
6/7/2021,201.7100067,203.3333282,194.293335,197.2766724,67631100
6/8/2021,201.1966705,207.6966705,198.5,207.6699982,78160200
6/9/2021,199.593338,203.9299927,199.2100067,200.7233276,49753800
6/10/2021,203.3733368,205.5299988,200.1666718,201.293335,71758800
6/11/2021,203.2966614,204.1866608,200.5066681,203.4100037,48615900
6/14/2021,205.8966675,208.4966736,203.0599976,204.0766602,61272000
6/15/2021,199.7866669,205.5966644,199.4100037,205.5633392,53292300
6/16/2021,201.6233368,202.8333282,197.8333282,199.1799927,66432300
6/17/2021,205.5333405,207.156662,200.4466705,200.6300049,68104200
6/18/2021,207.7700043,209.4499969,203.9333344,204.456665,73682700
6/21/2021,206.9433289,210.4633331,202.9600067,208.1600037,74438100
6/22/2021,207.9033356,209.5233307,205.1666718,206.0833282,57476700
6/23/2021,218.8566742,219.0666656,210.0133362,210.6666718,93297600
6/24/2021,226.6066742,232.5399933,222.5366669,224.9966736,137947200
6/25/2021,223.956665,231.2700043,222.8999939,229.8600006,97490100
6/28/2021,229.5733337,231.5666656,223.4400024,223.8800049,64884600
6/29/2021,226.9199982,229.1699982,225.2966614,228.2166595,52143900
6/30/2021,226.5666656,230.9366608,226.0466614,226.5899963,56774700
7/1/2021,225.9733276,229.3300018,224.2666626,227.9733276,55903500
7/2/2021,226.3000031,233.3333282,224.4199982,226.3266602,81163500
7/6/2021,219.8600006,228,217.1333313,227.2366638,69853500
7/7/2021,214.8833313,221.8999939,212.7733307,221.4233398,56376000
7/8/2021,217.6033325,218.1433258,206.8200073,209.456665,68319900
7/9/2021,218.9833374,219.636673,214.8966675,217.7266693,54421500
7/12/2021,228.5666656,229.0800018,220.7200012,220.7333374,77781000
7/13/2021,222.8466644,231.093338,222.1000061,228.7733307,62898300
7/14/2021,217.793335,226.2033386,217.613327,223.5833282,64923600
7/15/2021,216.8666687,222.0466614,212.6266632,219.4633331,60628800
7/16/2021,214.7400055,218.8999939,214.0666656,218.2266693,49113000
7/19/2021,215.406662,215.7333374,207.0966644,209.9633331,63891300
7/20/2021,220.1666718,220.7966614,213.5,217.3300018,46461300
7/21/2021,218.4299927,221.6199951,216.7633362,219.8699951,41859900
7/22/2021,216.4199982,220.7233276,214.8666687,218.8133392,45317100
7/23/2021,214.4600067,216.2666626,212.4333344,215.4533386,43814700
7/26/2021,219.206665,222.7333374,215.7033386,216.9900055,76009800
7/27/2021,214.9266663,222.1666718,209.0800018,221.1333313,98439900
7/28/2021,215.6600037,218.3233337,213.1333313,215.6666718,48019800
7/29/2021,225.7833405,227.8966675,216.2666626,216.5966644,91183800
7/30/2021,229.0666656,232.5099945,223,223.9199982,88969200
8/2/2021,236.5566711,242.3133392,232.8000031,233.3333282,100847400
8/3/2021,236.5800018,240.8833313,233.6699982,239.6666718,64860900
8/4/2021,236.9733276,241.6333313,236.3099976,237,51007800
8/5/2021,238.2100067,240.3166656,237.136673,238.6666718,38758800
8/6/2021,233.0333405,238.7766724,232.543335,237.3000031,46869000
8/9/2021,237.9199982,239.6766663,235.043335,236.7233276,44145900
8/10/2021,236.6633301,238.863327,233.9600067,237.9966736,40296900
8/11/2021,235.9400024,238.3933258,234.7366638,237.5700073,29401800
8/12/2021,240.75,240.9333344,233.1333313,235.4466705,52377300
8/13/2021,239.0566711,243.3000031,238.113327,241.2366638,50194500
8/16/2021,228.7233276,236.5,225.4666595,235.0233307,68032200
8/17/2021,221.9033356,224.8600006,216.2799988,224.2200012,71163900
8/18/2021,229.6633301,231.9233398,223.1166687,223.25,61048200
8/19/2021,224.4900055,228.8500061,222.5299988,226.0700073,42940500
8/20/2021,226.7533264,230.7100067,224.5666656,227.6166687,44525700
8/23/2021,235.4333344,237.3766632,226.9166718,228.4799957,60794700
8/24/2021,236.1633301,238.406662,234.2133331,236.8933258,39249300
8/25/2021,237.0666656,238.9900055,234.6666718,235.6766663,37936800
8/26/2021,233.7200012,238.4666595,232.5399933,236.1033325,39642900
8/27/2021,237.3066711,238.3333282,234.0333405,235,41501400
8/30/2021,243.636673,243.6666718,237.5766602,238.2400055,55812600
8/31/2021,245.2400055,246.7966614,242.1466675,244.3333282,62566200
9/1/2021,244.6966705,247.3300018,243.7566681,244.6933289,39612900
9/2/2021,244.1300049,246.9900055,243.5133362,244.8333282,38331900
9/3/2021,244.5233307,244.6666718,241.3999939,244.0833282,45738300
9/7/2021,250.9733276,253.3999939,246.4199982,246.6666718,60119400
9/8/2021,251.2899933,254.8166656,246.9233398,253.8600006,56379000
9/9/2021,251.6199951,254.0333405,250.543335,251.136673,42233100
9/10/2021,245.4233398,254.2033386,244.8399963,253.1999969,45552600
9/13/2021,247.6666718,248.2599945,236.2833405,246.7366638,68857500
9/14/2021,248.1633301,251.4900055,245.4666595,247.5233307,55574700
9/15/2021,251.9433289,252.2866669,246.1199951,248.3333282,46073100
9/16/2021,252.3300018,252.9700012,249.2033386,250.9433289,41770200
9/17/2021,253.1633301,253.6799927,250,252.3833313,84612600
9/20/2021,243.3899994,247.3333282,239.5399933,244.8533325,74273100
9/21/2021,246.4600067,248.2466736,243.4799957,244.9299927,48992100
9/22/2021,250.6466675,251.2233276,246.3733368,247.843338,45378900
9/23/2021,251.2133331,252.7333374,249.3066711,251.6666718,35842500
9/24/2021,258.1300049,258.2666626,248.1866608,248.6300049,64119000
9/27/2021,263.7866821,266.3333435,256.436676,257.706665,84212100
9/28/2021,259.186676,265.2133179,255.3933258,262.3999939,76144200
9/29/2021,260.436676,264.5,256.8933411,259.9333191,62828700
9/30/2021,258.4933472,263.043335,258.3333435,260.3333435,53868000
10/1/2021,258.4066772,260.2600098,254.5299988,259.4666748,51094200
10/4/2021,260.5100098,268.9899902,258.706665,265.5,91449900
10/5/2021,260.1966553,265.769989,258.0666809,261.6000061,55297800
10/6/2021,260.9166565,262.2200012,257.7399902,258.7333374,43898400
10/7/2021,264.5366821,268.3333435,261.1266785,261.8200073,57587400
10/8/2021,261.8299866,265.4599915,260.3033447,265.4033203,50215800
10/11/2021,263.980011,267.0799866,261.8333435,262.5499878,42600900
10/12/2021,268.5733337,270.7733459,265.5233459,266.9766541,66060000
10/13/2021,270.3599854,271.8033447,268.5933228,270.1566772,42360300
10/14/2021,272.7733459,273.4166565,271.1166687,271.8299866,36741600
10/15/2021,281.0100098,281.0700073,274.1166687,274.5799866,56773800
10/18/2021,290.0366821,291.7533264,283.8233337,283.9299927,72621600
10/19/2021,288.0899963,292.6499939,287.5033264,292.5100098,52143300
10/20/2021,288.6000061,289.8299866,285.793335,288.4500122,42096300
10/21/2021,298,300,285.1666565,285.3333435,94444500
10/22/2021,303.2266541,303.3333435,296.9866638,298.5,68642400
10/25/2021,341.6199951,348.3399963,314.7333374,316.8433228,188556300
10/26/2021,339.4766541,364.980011,333.813324,341.563324,187245000
10/27/2021,345.9533386,356.9599915,343.5933228,346.5533447,115579500
10/28/2021,359.0133362,360.3333435,351.3999939,356.1033325,81639600
10/29/2021,371.3333435,371.7366638,357.7366638,360.6199951,89755200
11/1/2021,402.8633423,403.25,372.8866577,381.6666565,168146100
11/2/2021,390.6666565,402.8633423,382,386.4533386,128213400
11/3/2021,404.6199951,405.1300049,384.206665,392.4433289,103885500
11/4/2021,409.9700012,414.4966736,405.6666565,411.4700012,76192200
11/5/2021,407.3633423,413.2900085,402.6666565,409.3333435,64886400
11/8/2021,387.6466675,399,377.6666565,383.2633362,100337100
11/9/2021,341.1666565,391.5,337.1733398,391.2000122,177317400
11/10/2021,355.9833374,359.3666687,329.1033325,336.8033447,128408100
11/11/2021,354.5033264,368.3233337,351.5599976,367.5899963,67189800
11/12/2021,344.4733276,351.5,339.7333374,349.1666565,76719300
11/15/2021,337.7966614,343.9933472,326.2000122,339.2099915,104326800
11/16/2021,351.5766602,352.3999939,334.0599976,334.436676,79627200
11/17/2021,363.0033264,373.2133179,351.8333435,354.5033264,94336200
11/18/2021,365.4599915,370.6666565,358.3399963,368.8500061,62696700
11/19/2021,379.019989,379.5733337,364.2333374,366.2900085,64926900
11/22/2021,385.6233215,400.6499939,377.4766541,387.4433289,99217500
